,source,twitter,actualAirdrop
3244,0xec49cfe453a7efe07fe1996fab9169bf9ed302dc,0,1.001
3245,0xec7ed43bd71d20743b4e980daca2821fbc080810,sylviamdavsvnb4,0.02
3246,0xec9fc768b867529d29aec14ac95832976ed09fd4,swilera,0.02
3247,0xecc8201146ea7538993dcc92c8326a2a91f66f35,john_tibaldi,0.22
3248,0xeccc484dd4093f62fc24c4725800013fbc2c1d15,creampp123,0.15
3249,0xecd7499907705c60408dfb46fb490c920217a940,clintkisker,2.2199999999999998
3250,0xecd8bba75f11406b2c46b021f13a5b451cfc1591,peace_node,0.315
3251,0xece01da7a279bf69c7aa97939340937dc217367e,0,0.01
3252,0xed11c993cae7fc4aab522c9e3986b233657efc66,j_humenansky,0.11
3253,0xed46a40c088d11546eb4811e565e88a03ae8a07c,0xelle,0.02
3254,0xed625c9aba1245fa8e22eb1f1825881517a9dce7,lakshmansankar,5.0600000000000005
3255,0xed66ce7eee03790056ca5ba5ee61bc4f77ba2ded,0,0.21
3256,0xed6a750dbf1b462c030401c54f0da598265447a7,0,0.05
3257,0xed6b5ed47163c7ef807e09c9da9b50a1783bc59c,0,0.1
3258,0xed8e47947acc212409b7632b68d7ee815e3d5d9c,showk999,0.02
3259,0xed9074e27fb4b8a61f0e4ac578a72d95ef297dbd,pitch_111a,0.02
3260,0xedb75ba1d503a34a7c7f71c853924f4e29054f57,0,0.05
3261,0xedb7af625443bec75d53544e091ee3492ede8bc2,lwy183,0.02
3262,0xedb7f337a3e4f1523a25d56e205a287168991f7c,lev3864,1.041
3263,0xeddeb70d30032f3c18e6bd13319c2363fd2b3ed6,eddylazzarin,0.03
3264,0xede64a571cfe98b936271b935a955620f387e05a,0,0.1
3265,0xedf17906f53ee6d05914aa2f6abeb74c1edc05ba,c_lemp,0.07
3266,0xedf6827689a67b92907baa7c149f07d21e2e3d0a,bradleyc,0.05
3267,0xee2477317a0ffb0de4f207fc338351a8175ebed3,hellebore_near,1.01
3268,0xee4a267e98260acf829ca9dc6c9f3d5d82183bce,0,0.11
3269,0xee5c6fe552b2204d54b8b14c661fbcb8d5ef19d1,0,0.01
3270,0xee6b92d023243a36a93661e75d5760da57121d91,0,0.02
3271,0xee76155702f7072fa8eac7f51c7d78246403569b,olumayowasmith,0.02
3272,0xeebcfdc776e04e40619e03a25c46db5ef6f76579,0,0.01
3273,0xeefbada5539f9ae2c87c1151cdb2057398383342,ethan_ill,0.04
3274,0xeefc49b3247b605441b8c6ca541d3769a77ea3d7,janehk,0.02
3275,0xef03254abc88c81cb822b5e4dcdf22d55645bce6,fifikobayashi,2.01
3276,0xef066a21d12de1900a849ee33cf980bd15134ef7,aliciaarinaldi,0.03
3277,0xef2642e06a7c71597a39e2582cc4ada11c976e68,0,1.0
3278,0xef303e2eb1cd37176d7ff0e4f01035f667ed04de,felixtaiwo12,0.02
3279,0xef42cf85be6adf3081ada73af87e27996046fe63,musnit,0.21000000000000002
3280,0xef58304e292fbaeacfdec25b67b3438031fde313,0,0.311
3281,0xef5a06c4338c8e15f4dbdf4af31515187d2c8cb2,oladimejioloto,0.02
3282,0xef6ea3561845e7fd2c601fc8ee6bdd2b11b7b724,bulkupplayer,0.02
3283,0xef7935913857a6deb46c609d54381b9960396771,0,0.11
3284,0xef8471577299854b6f98768b2388a9db7c708310,coinmanabu,0.02
3285,0xef8d44e54d8be26a55a2b13e1e055019182b3824,damjanski,0.13
3286,0xef95a24922728442c3b9fc53aab0a14ddba9fd0a,0,0.11
3287,0xef9af31531c75d5e5609ee4aaceddfa23c8b0db6,herobuddha1,2.01
3288,0xef9e56012a4f1cfade136f878672d08b6429b71e,gaganishal,0.02
3289,0xefe0d28180e3fbe431640d91690cf33a81f53e4a,0,0.02
3290,0xeff0c128d7c5c39b06924d750ffa0296066a3220,0,0.025
3291,0xf0138d2e4037957d7b37de312a16a88a7f83a32a,0,0.01
3292,0xf01c89f7d7765e2690601946b7a6283f29565abf,lityty1,0.02
3293,0xf01e07ae42369175a986bb13fb3e097d0724f74a,shillafromindia,0.02
3294,0xf02ccdff5e6d89f48b06d107dcf5ac5b4059cd6c,safecryptohands,0.02
3295,0xf048dedfd2670f34385aed94e4752158e54f3da9,0,0.0121
3296,0xf08564a6fc6d9dca505f154bfbdd4d972c983432,0,0.001
3297,0xf09c860cac4119c959adb58fa4ad9bddf665875f,0xhapsavage,0.02
3298,0xf0a1f93c20e98fa3be2e143301040d2efe7b3981,danqing_liu,0.02
3299,0xf0a23ac780ecee01ebb0fb1eab41ce987dad4034,_cyrusgoh,1.01
3300,0xf0cad7c8b383f79a879eb6df644e336234ebdac8,carlosecgomes,0.9850000000000001
3301,0xf0d6999725115e3ead3d927eb3329d63afaec09b,gmoneynft,1.01
3302,0xf0fbaaa7ece80ac41508e442929b81a4c8c8543b,0,1.0
3303,0xf10674c707f7f541eff185fbf188c67d521a12af,mrsangrita,0.02
3304,0xf10c5c3217a2660bedce4a038d7bad2c84733e1a,0,1.0
3305,0xf114abee8839d653a44d0cf0f9460c8cd28acb31,km,0.02
3306,0xf13dc416291a58a8630fbeacdde5be5343fcbc97,0,5.0
3307,0xf1470817b5ea232dd9f96d7febe0717b0fe6d75d,thycommodore,0.04
3308,0xf162e1d5ab0671e9739c5a6c3d2cc850c9a34bcc,nicogsworld,0.02
3309,0xf1708bccf4ce044699ea2ecafc2ff0c5139bdbc3,opiumhum,0.23
3310,0xf188ccdd5107fc2c04ede0ec04afbbf45dae275d,trademkpet,0.02
3311,0xf1897835a24ed166bdfb8db16b56e72e21a413be,lauracsc_,0.02
3312,0xf1915aba3c55ba20258e6ad98760eece256eff28,aod17596113371,0.02
3313,0xf192fef5c9f90db31826e57e57a404e5be28f0e9,xaelophone,0.66
3314,0xf1a35243286cc9749072b5c024ae8ba14ad2efd6,0,0.009
3315,0xf1b20cbc3ccb8e24a6d2326a0cbd12290418d5ce,0,4.1
3316,0xf1c0fd45391561f1c27601c2cece529cb47fa948,0,2.2
3317,0xf1c2e6a7587a25fc20efa91f8e6c72dbcc7b4cc1,matonip,0.02
3318,0xf1c5365755935580066b507e9fa15a3c0d03fe77,0,0.01
3319,0xf1dc23c0888d9fc5a04bb5828c80b3a130f841cc,crypto_shiva_,0.02
3320,0xf1f8127c98ee5c0bbd0c4459ca966ee9b0e03ea5,ebodok1,0.02
3321,0xf22f00d0b95b1b728078066e5f4410f6b2be8fae,0,0.01
3322,0xf2325b0898937955e7d15c7b5f76cee895a6adc4,_bends_,0.035
3323,0xf238529b9550e65e89e249704fc13f645752dcc4,msilb7,0.035
3324,0xf2443ec06862560c4f9f435f5b0383384fe0b643,sweetestgloeu,0.02
3325,0xf259013a3ef68d4d57f7a1e4b978144b69534a09,0,0.11
3326,0xf263e7a09251a10828341d3ae395d21514e53117,andyspence,0.03
3327,0xf26bc5252c8ed1720aa2d1aac385623e79ade408,maxboyerr,0.03
3328,0xf282f6f86d7ea7fafe85c6d2e9bfd37643224db9,0,4.235
3329,0xf296178d553c8ec21a2fbd2c5dda8ca9ac905a00,dhof,3.01
3330,0xf29a794d6f775004b78d74e9c141e5fc908e337d,thaicondodefi,0.02
3331,0xf2a09a989816d76191844356ccc3df888c2fcbe5,0,0.2
3332,0xf2b4d27f4832ff37ffbf7c65c8221d57cd4d9145,tanghoufa,0.08
3333,0xf2b506a799159ac4add1ad7182d1635b6cf5dc24,rubinr31,0.060000000000000005
3334,0xf2b96f9c0f597c5926ab87af9511aea8cd078c43,royzhuangs,0.025
3335,0xf2bc07dac20b616e95c7f33b0340eaffad1756a7,0,0.31
3336,0xf2d008677a884ea4afbca84e8890ddb058494e87,amjennymj,0.02
3337,0xf2e5e73be7af58b51769edc0469b3f00ce183655,0,1.0
3338,0xf2ee727f459af63f97c99238a0d34feae317b0ec,zolajesus,1.01
3339,0xf2f3d01b47c21a2339f3a508531da76a9380dcd7,0,0.15
3340,0xf3175c969a7fff999d7c711649dcb8770c15b12a,dan_zider,0.05
3341,0xf33be868a71c5c7856df703ca3b53ddf751a6b7a,yup_io,1.06
3342,0xf35880094dc18df096891e4ccb51212d00311b86,alexxzzhang,3.06
3343,0xf3673aee29e6365895d2cd8ff8cd7f5745057584,es_star021,0.02
3344,0xf3902bdb1f3f0c8dde59199eb4104363612a393d,decimallove,0.01
3345,0xf3bb86e1c877b1d1a57f6aa53d0ef73f68079a85,0,2.0
3346,0xf3bfa97c8f0a981bd7f54fffae3e751ab7d7fe8b,hyn007,1.01
3347,0xf3d95ffa0efc74026292f4be9869eb45a3a5eb52,0,0.01
3348,0xf3e808662f0b88798628ab4dbbdbfc3934a78844,0,1.0
3349,0xf3f49dd68586335ee3b01a86368043508c962c2a,lentil_coco,0.07
3350,0xf3f78c87e63c73d9f2ff96d6d45678730c29cb84,fmkhabib,0.02
3351,0xf417ace7b13c0ef4fcb5548390a450a4b75d3eb3,0,0.02
3352,0xf42cfe525388486554f8fc3c2ea2ba3414c4f16c,ca26068357,0.02
3353,0xf432690e1647846d5bb29051bffa5623257ac7b5,azfarephr,0.02
3354,0xf4508368ba85c8695963766f27089bbb7f1823be,mandykayman,0.02
3355,0xf461b7e6cc342d2942379cab5332671d4b9eefee,archmichael21,1.01
3356,0xf46f1c70774d9862e820fc83a18ff3551313b063,neilljohnvr,0.21000000000000002
3357,0xf4844a06d4f995c4c03195afcb5aa59dcbb5b4fc,ruski93,0.26
3358,0xf486d56cce70c481b3455af901fcc4f03fee8107,0,0.3
3359,0xf4a7a8ac9371103ba2cf0da44c26def634debebc,jiangaq,3.01
3360,0xf4b0498e71485717f6f9b6117672c19a0dba5100,zachklein,1.11
3361,0xf4bba35dfb407324494074a936c4803a8f5f99e8,goldenprince4u2,0.02
3362,0xf4c7e772f24c10e3ce60ce549059a021f60c911e,decibels42,1.47
3363,0xf4dd31a0c7ac016ea165fa47a224f83a053f362c,real_nuelblack,0.02
3364,0xf4f16b24064b79488082a0f74f12da3890638890,0,0.01
3365,0xf4fe36e391f71b1e2266ef801d967a486c1538ba,zicky_khris,0.02
3366,0xf503017d7baf7fbc0fff7492b751025c6a78179b,0,0.1
3367,0xf5272b55ab764bf21e50d509a1102b00c7c866be,lukas_likavcan,0.04
3368,0xf527726378d7e10e1e322d1e22a06a8263d64544,cryptopotato5,0.02
3369,0xf537735d62ce038a2027d5efc5917f12feb26ce6,cryptodecrypt,0.02
3370,0xf548e02f20d873f955d782f9a7ba57e8386eb6b0,1231218600,1.01
3371,0xf56345338cb4cddaf915ebef3bfde63e70fe3053,boredelonmusk,0.26
3372,0xf57bcf0e461d6a8e79839293b5e055e975f352b5,paulsearle_me,0.02
3373,0xf584d433cea20822e19954e58435fd71bc4d3653,zyliu3,1.01
3374,0xf5b96fc090a491c861c601f2b051fae552194aa3,beaugunderson,0.13
3375,0xf5ca53792c47e3a0792380292d15c894097015ff,fractonventures,0.07
3376,0xf5ef3590198682fb18cf5d66f6601752c4e0ec2c,blakeir,0.02
3377,0xf61397e4b0ff46e78b34d5f72b49b4d46e8c96dd,jo_chemla,0.02
3378,0xf613f933220024752f417ab32d6b92821f9ba064,0x_td_elb,0.02
3379,0xf6210b4bb2fe841630eb50001e688c4bc058b602,0,0.22
3380,0xf627e5f4bad95a956468d8bb6ee20b119f992e96,coffeetimestw,2.061
3381,0xf62b99a4f3cdad4de3c4e75d9191e402b7e1f503,davnazzz,0.02
3382,0xf62cb35997d28bd5178a45e100c76b583611717a,0,1.06
3383,0xf632f067bb26b08e95e23225a016ed9e02265137,whenvif,0.26
3384,0xf64a93f095ef9691a5beef181eb1dbf9de2e01ab,andreistoica_,0.02
3385,0xf65c23470b5fa60396758689ad28e98a985b33a9,patapaln,0.02
3386,0xf65ffed29a2e7ca9554cfea52ea500b5adc5fc13,jo7eth,0.02
3387,0xf6801c841420dc866c8fc19a5d7510dbf79d0eb1,iphire_j,0.02
3388,0xf681950b2a909a86013ae1eb0c505e25e88bd6f3,onyibestcom,0.02
3389,0xf692ba3762b6be0bd171441cdc64ae12178dc25b,zigyzoe,0.02
3390,0xf69efcc2dece59fbc75b23ae75f51dd7be3bb1e1,jonahbaer,0.054999999999999896
3391,0xf6aafb44bc183d3083bfae12d743d947ca376562,0,0.15
3392,0xf6b5fd8e2cac43987de603ce7942e09e2dc8a2c9,gxc1273611106,0.02
3393,0xf6b7cc311edf84f0e32553f989ea6d3b63d56268,yf89481763,0.02
3394,0xf6d689b00e9a2e799f97a3a3c120721d4cf6fb3b,privatewoman777,0.21000000000000002
3395,0xf6fc8c36fae35f416ed43eddf772031fcf1196e1,0,0.05
3396,0xf719d5d368da5c7006bfbb7e0a4873b5115aa11f,rabbithole_gg,2.05
3397,0xf71eb59210eed86e727d76f434a2694238213deb,rudy__tang,0.02
3398,0xf723d05f10e8503feaba5cfbb9a5513eb8ecbfd6,yekim_o,0.61
3399,0xf733454bb020b76cfc9c4ad80367bab412edbffb,michaelsaganski,0.22
3400,0xf737ebd5f22e661136737bb92218b398fb0ab584,lindsay17361467,0.02
3401,0xf73fe15cfb88ea3c7f301f16ade3c02564aca407,shahruz,0.11
3402,0xf744f4397e2f41002e292e95fbb7dfd1222f7b66,unruly_kurly,0.02
3403,0xf74eda1577205db68d49bb283ce32f797a84c654,0,0.06
3404,0xf76fcd047c986db16b6a699a38df30107f4677c8,bexchung,0.12000000000000001
3405,0xf78108c9bbaf466dd96be41be728fe3220b37119,samuveth,0.060000000000000005
3406,0xf7b2c2eb58a5f801119df7e9bf9f9b66c62bb011,lily___digital,2.3
3407,0xf7c5179365ab99c12c152b6e6b1a6826ee8b824f,liangwucfa,0.02
3408,0xf7db1796ee8603f3a5de43793581e038027fb9fb,briancr41073088,0.11
3409,0xf7dce16264b61242768631692ecb5efec8e55871,yolotron1,0.02
3410,0xf7ef27bc87d1ad0cb43bee888194ea3e1008941a,brockjelmore,0.02
3411,0xf809835ee69a4771d80922b78ad2c6eb6a79e144,elishawillison,0.02
3412,0xf81407361a6e2bb0378b75951396ccaa14849d02,linjinlen,0.09
3413,0xf82e1f0f1b562ab5f60d365ab53b3515184b9f43,pauline76768106,0.02
3414,0xf83775c95a00612d4cac5053dd484ffa81bae0ad,krrisis,0.01
3415,0xf839076dcc040e53c39bb3899178264c452a0ef6,sbelka,0.02
3416,0xf83abc519e046c5391d219fabf1a3c87dd5924d3,lukewong29,0.011
3417,0xf84adc33c0c7c918b0ceaafb321c64ea0efef308,0,1.0
3418,0xf8609aa35e97e5800c69ca8666cc978024b785bd,darrenrogan,0.13
3419,0xf8618a3140b07fd96fd139f928a567be0b2caa15,jwmlearns,0.21000000000000002
3420,0xf8624fab50ade6831abc6b3162e9d405792dcfd1,anniefauv,0.02
3421,0xf8971d48ac34c4434dec5cd2da76e0fb37e6c8b2,firandikawildan,0.02
3422,0xf89d2cb67055ecbbcc21c0caeb1610b9f6e5003b,0,0.2
3423,0xf8cd644baf494d13406187cf8628754dca0a10c2,0,0.060000000000000005
3424,0xf8e07d60d9b7651a319eda851d9579590bde12e3,kernelwildfire,0.03
3425,0xf8e97ebd16c9f4428aba2878a793cbd29e5bc299,tmedetbekov,0.02
3426,0xf90494e746be5674f3121c62a588dadd2b3d3d4e,brxckinridge,1.01
3427,0xf90660aa9ca55d1fcf4df7c2bbc39fb3819a7eed,prezescargo,0.16
3428,0xf9107317b0ff77ed5b7adea15e50514a3564002b,darkbluechain,0.04
3429,0xf929be0ffb646ba1bc57b2eb1af57852d607d957,0,0.1553
3430,0xf938bd6334340559bac84cf01bb28e8a0271507e,artwithhumans,0.03
3431,0xf94455064dfc1bd53de14fed27637b46da39d917,0,0.15
3432,0xf945e8c35ecbfcddaa3ecb694a3486f0d7d87523,0,0.01
3433,0xf9679c20abe5deaf3274b7ce32217eae60e37ef0,usagi0835,0.02
3434,0xf9825d78233b66edd28cc2bfb4d6c7c3ded61b21,dgntec,0.02
3435,0xf9875c1544f2c9aeacec50fed687d984ddaa9d00,sariazout,3.1
3436,0xf9e13d8fc6c8f74449a9cee1088822b817526588,adamalamode,0.16
3437,0xfa2e49300ac0071e0647c4784ce189badd729f44,0,0.05
3438,0xfa398d672936dcf428116f687244034961545d91,billyrennekamp,1.04
3439,0xfa3a28bc7beedf3e196b0efb8804313c285b33dc,dillonatm,0.02
3440,0xfa3d5ab0731be99c59bebf4d65afe1d5c5527799,0,0.1
3441,0xfa5a9b0f25d033d30fdf62cf00e83fd7a366f619,__ghostpepper,0.03
3442,0xfa5f665fad9b4b5a374f6dec38eb3e5218e2ea33,zachingrasci,4.01
3443,0xfa6aef4656862b2b4c24764522172784eff57390,madamesatoshi,0.02
3444,0xfa7513021002f7181333b773bf801dfd7fd91ce7,0,0.02
3445,0xfa799cb0ee23aabf72e2634f93f3d7cc4f6cc872,its__melvin,0.02
3446,0xfa8ba20f71d959dd3a51ce15d89fac03c24cf392,alex_siber,2.28
3447,0xfaa703b6dfea20f05a8d190d5c35b198cd88bc8b,pinsky_cindy,0.04
3448,0xfabda191f1331630cbeeca935ad4c928078678c5,0,0.05
3449,0xfac422aa3bccc18390612fe46a84d74117c87e3e,verycb,0.02
3450,0xfac6a04158daf1f465c24ff1f7894ec3aeef3de8,isabell36831889,0.03
3451,0xfadc1d4fa467cf3c37d8a26aa35d95b612659c27,donosaur,0.02
3452,0xfaeababced4e9aa052f386551d8a2e407f819cc9,motokiyoshida,0.03
3453,0xfaf4688cd1ff495d2728de4e889670325324cc1c,shubhamreal,0.02
3454,0xfb074aba249f6a75eda10996c3efa6d66465b8b3,pprhsk,0.21000000000000002
3455,0xfb12ae037c51fa0026ab54678c0111c77ce4057c,jaredhecht,1.01
3456,0xfb2dcbc91c34a2b77801d54077497851c1e45fe2,damn__01,0.02
3457,0xfb30427a551f7d4906d7925769b8dd9aa63d3bba,georgemaxwellr2,0.06999999999999999
3458,0xfb35fd14669a200ca251e040828a77b02dffde89,0,0.06
3459,0xfb3d11cff1ab43e311bb3dc590abc97690c38f85,0,0.05
3460,0xfb4974917850d9d82d812dd49221eb0b4c2f240e,johnnykamikaze,0.13
3461,0xfb7c8a716d8c9577ea293a28ff592bb967ea84c2,0,0.1
3462,0xfb843f8c4992efdb6b42349c35f025ca55742d33,worm_emoji,0.03
3463,0xfbbc907df3df816bef2328d4d671043a3125f9f7,alexvtricky,0.11
3464,0xfbdf598db4dba841f40680cd9c2d3cf618265be0,danconway650,0.74
3465,0xfbf2c698b651b8745f871a92cb3e232701d5fd29,simbenakor,0.02
3466,0xfc0ce11136adc4fda3c5dcd66f3b4c472aa5ffe4,0,0.13
3467,0xfc12468e069fdce70a2d2d27e9ed47ebb87e77ac,lailaibtc,1.011
3468,0xfc143f933badbefe4e769047745cc23e02de0e90,josqiu,1.01
3469,0xfc16b6fca8142dc58c8f2b61e40ee13960d3f0c6,0,0.5
3470,0xfc2726e73f860dceca12b20d393b8a64e8e07c91,gxfrubbjgcu,0.02
3471,0xfc33080e56aad6d5856b46f206d2be9d70366ca5,0,0.1
3472,0xfc40acdc6291f7ee5a63e54bab10c264d6425003,only1swami,0.02
3473,0xfc4852b5e3af65058cdfe1d1dce26946c0c1975f,songcampdotband,22.875
3474,0xfc4954a955ca606090d2494a4c7ebb61e7ddd3a5,lanestewart,0.03
3475,0xfc63b3acd10456b6356e7524860d0b07acf71fd8,jmj,0.01
3476,0xfc72148d764228485c93b4562807001667eaa39a,kylekesses,0.02
3477,0xfc7d36f09f0610ca72457aaa85e933ed07629b5f,nbansal_io,0.02
3478,0xfc7da2ccd140fc22163731b3b43a7ac04b115398,zmzimpl,0.02
3479,0xfc840af78a496b52e378dfa94838402e1b7f71dd,0,0.1
3480,0xfc9356ba33122196be68ebf3d210434a71162a85,0,0.01
3481,0xfca53097013c05083cf2aef0d2a4cfe8d2b8d90b,rimonmazz,0.51
3482,0xfcad2eb79692c2aa0bcbaf3d3e29615dda94fe6d,sturec5,0.02
3483,0xfcc78542de0caed3574edaf50d51bbcb679f7ae2,wokkrr,0.02
3484,0xfcceb143040e85f180e61d3e76620cd16e700cdf,broderick,0.07
3485,0xfcdffd530920bc7de1b955629b8abf310b79c28a,albwhoo,0.02
3486,0xfcf9934346b4e9822276d6a37af700c81119792f,antsu_ozisan,0.02
3487,0xfd0afaa85a72468b02827c418cb3b40a9a2f5467,kaloh_nft,0.02
3488,0xfd0bbcac27a909d76faaa0aeb7dc69bb55a1c551,willhelmson,0.02
3489,0xfd64b96f5e9a68abbd0cb3d11106c71c3d6abf12,yeeblockchina,0.02
3490,0xfd82d4e81ec24112dad8b0fd0f46dbc39f00091f,teetop16013559,0.02
3491,0xfdc6be3c3bbb98884a5b4d6de555008cec0f2ae1,harshwithana,0.02
3492,0xfdcc8786446a44964ce48d7ca2a267e50e2a6bb4,ojhernandez93,0.02
3493,0xfdd2685cf59e0abbc5675b8e146bb398f986242c,gsiener,0.02
3494,0xfdd55700a658601fc200d8140e9ce48f5cc66b6b,petersgospel,0.02
3495,0xfdf0eade0c4ba947999e7885b60099985347ee7a,devinsawyer,1.51
3496,0xfdf850332fba850be4ac53c7b6fc2a50a9b43c3d,haleekmaul,0.02
3497,0xfe19915268e64bec65b9ac2c0e23ac6ba2f11ad7,paultao,0.02
3498,0xfe1aa5275dda4b333b1fb0ccbd7a5f14edc4a5de,justinbleich,0.02
3499,0xfe2aa7b0af149df874a8923cd09a694044e120ed,gregdsouza,0.02
3500,0xfe32a37f15ee4a4b59715530e5817d1322b9df80,musatheredguard,2.01
3501,0xfe75c896b983528e8c2d10da5664db98c0716d1e,patrickloonstra,0.02
3502,0xfeca549aeebd8899572e4cbc33c33ba61666dd50,lowwwbrau,0.02
3503,0xfed257209796eec486f2a1c0af1b330857e463c4,0,0.02638
3504,0xfeea4eab940c6cb7fd79f6658e216f280f6782a9,boreta,0.21000000000000002
3505,0xff16d64179a02d6a56a1183a28f1d6293646e2dd,plor,0.02
3506,0xff2f509668048d4fde4f40fedab3334ce104a39b,0,420.0
3507,0xff37a713c920f6e94043d10c1230e30b13f4d500,jondashkyle,8.499
3508,0xff3fc772434505abff38eecde3c689d4b0254528,sugar0981,0.02
3509,0xff535c5fc9178ef50a9fc9283aa7b33a921eadcc,meliodas654,0.02
3510,0xffadc07f1bfb127f4312e8652fe94ab0c771b54d,jadbox,0.02
3511,0xffb04f4e83a44d6c7bfe1a80b073c052f00e11f4,sishuitang,0.09
3512,0xffc5bb3ce21ebaf25648dec737ea96a2c1c38bae,captspacely,0.02
3513,0xffddccb98e7bb9aa5d1c2792cb7c590f70c1a14e,0,0.6
3514,0xfff4b5f3ea52c7c582ab16ba28afa42aec47c165,koko30momo,0.02
3515,0xe8d8ea49f0a7b2d345659a2c0fd07ee3d2e1ec3a,tcg_crypto,0.01
3516,0x5ebda6c2ca3970911f46557a322ddd3d3a8718d3,GnosisGuild,1.0
3517,0xa4a516415145511702405c1b0561b4850a79f84a,IIWII_show,1.0
3518,0xb10b5568d516a6121a848b86a0640115827430b1,pierskicks,1.01
3519,0x969d53ead869b7242715038551e1cbdbce514b68,annesobine,1.0
3520,0xb3b5f0031d7bca99f27ffebd5d95db969da6c054,pablojlarios,1.0
3521,0xa192ff31d2e5405cab5fad004c00108bb8c80fd4,DAORenaissance,0.02
3522,0x30fb2addb0836d791c7ad651771e80a64ef555ae,ETHUniversity,0.01
3523,0x8ecce8e28af4a2b8d3b093ef34b24525af0989c6,realmubaris,0.02
3524,0x48f612d8f95bbd951a756b974e526ce2bdd39919,radioastro,0.06
3525,0xa8bb7ea42cc32e639448114da05e4cc9e56a16f5,ZackHonarvar,0.01
3526,0x73242ab1c015896a0e61c01cb2f4f993e7fc49c6,troilee,0.06
3527,0xc7954255fd97f777a643986fa61b44b54524db86,nedzen,0.03
3528,0xb14be0a9f67ef3e8bbf44cfc516ad17d186b3aa2,premium_ape,0.08
3529,0xf5aa3ceeb7219809bf9259ac5a0c29e32a26936e,Maxwanger1,0.02
3530,0x5374c0eb17278b595fcf47a66fe0b5473541e9e8,verhovn_,0.03
3531,0x4eae2ca921beb6ce9f01828a4ea8fddf3396e7f5,LoafFarms,0.02
3532,0x3ed7bf997b7a91e9e8ab9ee2f7ce983bd37d6392,raulitojordan,0.01
3533,0x5222d39877db25c269c9f25aba759b0bcd6c9965,trashprose,0.03
3534,0x3f1b1af91538ad424fff41f9495525265e87e4be,Hardwood_,0.02
3535,0x36204f45167faebfafc269b348b9c9e85f7a59f6,androidcomru,0.01
3536,0x7abdf0834ddbf31de042f9fd41ac23f21cb5543b,popstarcn,0.02
3537,0x1455c79210f6422eba65ea50a434f213e9ce4e4d,kingkeikaku,0.02
3538,0xa4a596f18d0a055cb2698fc3d306c610c59bc7d2,SisuKaamos,0.01
3539,0xefad636f1eed43fd2c7a171ed30d9a5f9b9211d3,jalangdon,0.01
3540,0x020a81ed1ad8f82b9fcbb5225e741e3ad9a9dbb3,Simon_Pitt,0.02
3541,0x42c8a4e635fa59510fe75a4d37aa7f58776cbaa0,chexmatrix,0.02
3542,0x0722692deb9c7b0b910c75e7d07c25a0ce920fe2,au_eden,0.02
3543,0x848374e8818261b6bb2fa736675dc296cce9cefc,wuzgut,0.02
3544,0xdd5e2d51630a01b56decf26c45c4b76bfc3fa880,exploriter,0.02
3545,0x007afad5979a01774123ebea631e15dcb733af64,lukejmcgrath,0.02
3546,0xd809a31da0be596d48d6496d8204c95fdf716a70,juejinxiaoke,0.02
3547,0x9670565d943d1dce25e842e9666da047c55e1bcf,Andrej_Dev,0.02
3548,0xbd40add28615febf5bda18afea24c7908695210b,CooperSJamieson,0.02
3549,0x81c7863dd804f69d93f75d15903e6e560e5ae16c,alunbot,0.02
3550,0x9e876e6f7f871af9ed3994722ac4c3e846c97d33,pedegris,0.01
3551,0xfbaff083f36f941483cca44f3983d1df6ad7a457,Kwafen1,0.02
3552,0x50310e7b572d19ca95feec93e4e7c9af35dd6b80,zainbacchus,0.02
3553,0x4943c2e59b4ee1efde6e43f29e7b240e57499a84,mohitdaswanii,0.02
3554,0xb0a266cdaebd7de8b3bca5dbed8fc0d0b2a57be9,OmarSaiid9,0.02
3555,0x4618d88f8f699b217fadcfc05254e868f69d9d81,realsymmetric,0.02
3556,0xc6ca3fb3f8ad50f66a4c3374e642299c640b7d18,frannbabam,0.01
3557,0x9fc47ef905f0cb318ce2f98d6e55f45dd70158fc,Akshay_Ak47_,0.02
3558,0x8da15f7e6bf20eae393d0210d0f69ea98fc8ea5e,longingloling,0.02
3559,0x99716b056be1e6d8405ef881eeab230fc93e9d6c,iam_fa1sa1,0.02
3560,0x46a8e86e3195315e438c7d38176992e9cf46a5dc,chadfowler,0.01
3561,0xc5a9e70756e1b4bdb254f74578b2eddcc89a259c,itstimwhite,0.01
3562,0xada83ef9cb5ebe306399b861b764f68cb822fd55,alexia,0.01
3563,0xaf67dcbca2c97be8370459bb63c5c5df0d0742cb,DanielMiessler,0.01
3564,0x3b706114b380c3741b1fd43e061f6a1c017e997a,wongmjane,0.01
3565,0x0433062f9f466c4a184b2ba0e4da38efea5e2f87,chrismessina,0.01
3566,0x78ab747d6675ab1dfee31d0bfb6862124565aefc,sriramk,0.01
3567,0x67a59627948de19323b85a5470e0ef714b9bb878,ttunguz,0.01
3568,0xb2ebc9b3a788afb1e942ed65b59e9e49a1ee500d,dabit3,0.01
3569,0x69b604d96ed8c284bf913521dd339ae3b7b29baa,ejpfauth,0.01
3570,0x0ee6ff7a9fab79952b4179654b97c7bac82386c8,behaviorgap,0.01
3571,0xe7e84204b7e180454e5c40d0e04d346214a83f85,harper,0.01
3572,0x80a80978aa2f0147ede29409313c4955f1eecca0,Borthwick,0.01
3573,0x5a418d8bc0c074a4a8fa88d1322dc51cc1cb9d29,Loopifyyy,0.01
3574,0x2ee92c196d63f2313a52c4bb48f427361460636b,MantaXR,0.01
